INTEGRATED PROGRAMME,,,,,
REGENT SECONDARY,,,,,
104,,West,,,- 15 - 21 - 21 - 25 - -
SCHOOL,,,,,
RIVER VALLEY HIGH SCHOOL,,,?,?,
105,,West,,,- 4(M) - 9(D) - - - -
– INTEGRATED PROGRAMME,,,,,
RIVERSIDE SECONDARY,,,,,
106,,North,,,- 6 - 14 - 21 - 23 - 25 - 27
SCHOOL,,,,,
"",,,,,Indicative PSLE Score Range of 2020
"",,School,,,Express Normal Academic Normal Technical
SN Secondary School,,SAP Zone IS,AS,,
"",,,,,Non- Non- Non-
"",,,,,Affiliated Affiliated Affiliated
"",,,,,affiliated affiliated affiliated
SEMBAWANG SECONDARY,,,,,
107,,North,,,- 9 - 22 - 21 - 25 - 25 - 28
SCHOOL,,,,,
SENG KANG SECONDARY,,,,,
108,,North,,,- 13 - 19 - 21 - 24 - 25 - 27
SCHOOL,,,,,
SERANGOON GARDEN,,,,,
109,,South,,,- 8 - 22 - 21 - 25 - 25 - 28
SECONDARY SCHOOL,,,,,
SERANGOON SECONDARY,,,,,
110,,North,,,- 16 - 21 - 22 - 25 - 25 - 28
SCHOOL,,,,,
SINGAPORE CHINESE GIRLS',,?,,,
111,,North,,,8 - 17 5 - 9 - - - -
SCHOOL,,,,,
SINGAPORE CHINESE GIRLS',,?,,,
112 SCHOOL - INTEGRATED,,North,,,- 4 - 8 - - - -
PROGRAMME,,,,,
SPRINGFIELD SECONDARY,,,,,
113,,East,,,- 10 - 22 - 21 - 25 - 25 - 28
SCHOOL,,,,,
ST. ANDREW'S SECONDARY,,,,,
114,,South,,,7 - 22 7 - 10 21 - 25 21 - 23 25 - 29 25 - 26
SCHOOL,,,,,
ST. ANTHONY'S CANOSSIAN,,,?,,
115,,East,,,10 - 22 11 - 15 21 - 25 21 - 24 25 - 28 25 - 27
SECONDARY SCHOOL,,,,,
"",,,,,Indicative PSLE Score Range of 2020
"",,School,,,Express Normal Academic Normal Technical
SN Secondary School,,SAP Zone IS,AS,,
"",,,,,Non- Non- Non-
"",,,,,Affiliated Affiliated Affiliated
"",,,,,affiliated affiliated affiliated
ST. GABRIEL'S SECONDARY,,,,,
116,,South,,,13 - 22 10 - 17 22 - 25 21 - 23 26 - 27 25 - 28
SCHOOL,,,,,
ST. HILDA'S SECONDARY,,,,,
117,,East,,,13 - 22 12 - 15 21 - 25 21 - 23 26 - 28 25 - 28
SCHOOL,,,,,
118 ST. JOSEPH'S INSTITUTION,,South ?,,,8 - 12 5 - 10 - - - -
ST. JOSEPH'S INSTITUTION -,,?,,,
119,,South,,,- 4 - 8 - - - -
INTEGRATED PROGRAMME,,,,,
ST. MARGARET'S,,,?,,
120,,South,,,9 - 20 9 - 11 22 - 25 21 - 22 25 - 28 25 - 27
SECONDARY SCHOOL,,,,,
121 ST. PATRICK'S SCHOOL,,East,,,12 - 20 10 - 14 21 - 24 21 - 22 26 - 28 25 - 27
SWISS COTTAGE,,,,,
122,,West,,,- 4 - 11 - 21 - 22 - 25 - 26
SECONDARY SCHOOL,,,,,
TAMPINES SECONDARY,,,,,
123,,East,,,- 13 - 19 - 21 - 25 - 25 - 28
SCHOOL,,,,,
TANJONG KATONG GIRLS',,,?,,
124,,East,,,- 5 - 13 - - - -
SCHOOL,,,,,
TANJONG KATONG,,,?,,
125,,East,,,- 9 - 14 - - - -
SECONDARY SCHOOL,,,,,
"",,,,,Indicative PSLE Score Range of 2020
"",,School,,,Express Normal Academic Normal Technical
SN Secondary School,,SAP Zone IS,AS,,
"",,,,,Non- Non- Non-
"",,,,,Affiliated Affiliated Affiliated
"",,,,,affiliated affiliated affiliated
TECK WHYE SECONDARY,,,,,
126,,West,,,- 6 - 22 - 21 - 25 - 25 - 29
SCHOOL,,,,,
TEMASEK JUNIOR COLLEGE –,,,,,
127,,East,,,- 4 - 9 - - - -
INTEGRATED PROGRAMME,,,,,
TEMASEK SECONDARY,,,?,,
128,,East,,,- 7 - 13 - 21 - 22 - 25 - 27
SCHOOL,,,,,
129 UNITY SECONDARY SCHOOL,,West,,,- 13 - 18 - 21 - 24 - 25 - 28
130 VICTORIA SCHOOL,,East,?,,- 6 - 9 - - - -
VICTORIA SCHOOL -,,,?,,
131,,East,,,- 5 - 8 - - - -
INTEGRATED PROGRAMME,,,,,
WEST SPRING SECONDARY,,,,,
132,,West,,,- 10 - 17 - 21 - 23 - 25 - 26
SCHOOL,,,,,
WESTWOOD SECONDARY,,,,,
133,,West,,,- 11 - 22 - 21 - 25 - 25 - 28
SCHOOL,,,,,
WHITLEY SECONDARY,,,,,
134,,South,,,- 7 - 22 - 21 - 25 - 26 - 29
SCHOOL,,,,,
WOODGROVE SECONDARY,,,,,
135,,North,,,- 13 - 20 - 21 - 23 - 25 - 27
SCHOOL,,,,,
"",,,,,Indicative PSLE Score Range of 2020
"",,School,,,Express Normal Academic Normal Technical
SN Secondary School,,SAP Zone IS,AS,,
"",,,,,Non- Non- Non-
"",,,,,Affiliated Affiliated Affiliated
"",,,,,affiliated affiliated affiliated
WOODLANDS RING,,,,,
136,,North,,,- 14 - 19 - 21 - 24 - 25 - 28
SECONDARY SCHOOL,,,,,
WOODLANDS SECONDARY,,,,,
137,,North,,,- 9 - 22 - 21 - 25 - 25 - 28
SCHOOL,,,,,
138 XINMIN SECONDARY SCHOOL,,North,?,,- 8 - 14 - 21 - 23 - 25 - 27
YIO CHU KANG SECONDARY,,,,,
139,,South,,,- 16 - 21 - 22 - 25 - 25 - 28
SCHOOL,,,,,
YISHUN SECONDARY,,,,,
140,,North,,,- 11 - 20 - 21 - 24 - 25 - 28
SCHOOL,,,,,
YISHUN TOWN SECONDARY,,,?,,
141,,North,,,- 6 - 13 - 21 - 23 - 25 - 27
SCHOOL,,,,,
YUAN CHING SECONDARY,,,,,
142,,West,,,- 8 - 19 - 21 - 25 - 25 - 28
SCHOOL,,,,,
143 YUHUA SECONDARY SCHOOL,,West,,,- 14 - 22 - 21 - 25 - 25 - 30*
YUSOF ISHAK SECONDARY,,,,,
144,,East,,,- - - - - -
SCHOOL#,,,,,
YUYING SECONDARY,,,,,
145,,South,,,- 8 - 22 - 21 - 25 - 26 - 28
SCHOOL,,,,,
"",,,,,Indicative PSLE Score Range of 2020
"",,School,,,Express Normal Academic Normal Technical
SN,Secondary School,SAP Zone IS,AS,,
"",,,,,Non- Non- Non-
"",,,,,Affiliated Affiliated Affiliated
"",,,,,affiliated affiliated affiliated
"",ZHENGHUA SECONDARY,,,,
146,,West,,,- 12 - 20 - 21 - 24 - 25 - 27
"",SCHOOL,,,,
"",ZHONGHUA SECONDARY,,?,,
147,,South,,,- 9 - 13 - 21 - 23 - 25 - 27
"",SCHOOL,,,,
